airBAND#,TAG #,st,E,A,AD,Sex,Mo,Dy,Yr,PT,TR,F,rg,Location,BANDITLOC,lat,LAT_DEC,long,LONG_DEC,Type
73804623,S43,3,39,4,,0,8,11,2009,PT,,6,79,13 mi E of Carrot River,CTE1,531,53.30361,1031,-103.27222,band
73804624,S44,3,39,4,,0,8,11,2009,PT,,6,79,"East of Zenon Park, ",ZPE1,530,53.03528,1032,-103.46639,band
73804625,S45,3,39,4,,0,8,11,2009,PT,,6,79,"East of Zenon Park, ",ZPE1,530,53.03528,1032,-103.46639,band
73804626,S46,3,39,4,,0,8,11,2009,PT,,6,79,Porcupine Plain,PP1,523,52.625,1031,-103.28083,band
73804627,S47,3,39,4,,0,8,11,2009,PT,,6,79,Porcupine Plain ,PP1,523,52.625,1031,-103.28083,band
73804628,S48,3,39,4,,0,8,11,2009,PT,,6,79,Porcupine Plain ,PP2,523,52.65833,1031,-103.18333,band
73804629,S49,3,39,4,,0,8,11,2009,PT,,6,79,Porcupine Plain ,PP2,523,52.65833,1031,-103.18333,band
73804630,S50,3,39,4,,0,8,11,2009,PT,,6,79,Porcupine Plain ,PP3,523,52.53611,1031,-103.2325,band
73804631,S51,3,39,4,,0,8,11,2009,PT,,6,79,Porcupine Plain ,PP3,523,52.53611,1031,-103.2325,band
73804632,S52,3,39,4,,0,11,8,2009,PT,,6,79,South of Chelan ,,522,52.37,1032,-103.47056,band
73804633,S53,3,39,4,,0,11,8,2009,PT,,6,79,South of Chelan ,,522,52.37,1032,-103.47056,band
73804634,S54,3,39,4,,0,8,12,2009,PT,,6,79,S of Porcupine Plain,PPS1,522,52.43528,1031,-103.32028,band
73804635,S55,3,39,4,F,0,8,12,2009,PT,,6,79,South of Chelan ,,522,52.43944,1032,-103.46778,band
73804636,S56,3,39,4,,0,8,12,2009,PT,,6,79,Nobleville ,NOB1,522,52.45889,1033,-103.54611,band
73804637,S57,3,39,4,,0,8,12,2009,PT,,6,79,Nobleville ,NOB1,522,52.45889,1033,-103.54611,band
73804638,S58,3,39,4,,0,8,12,2009,PT,,6,79,Nobleville ,NOB2,522,52.41917,1033,-103.61556,band
73804639,S59,3,39,4,,0,8,12,2009,PT,,6,79,Nobleville ,NOB2,522,52.41917,1033,-103.61556,band
73804640,S60,3,39,4,,0,8,12,2009,PT,,6,79,East of Kelvington,CHS1,521,52.3275,1032,-103.44278,band
73804641,S61,3,39,4,,0,8,12,2009,PT,,6,79,East of Kelvington,CHS1,521,52.3275,1032,-103.44278,band
73804642,S62,3,39,4,,0,8,12,2009,PT,,6,79,"Kelvington SK, ",KV2,520,52.16306,1033,-103.52583,band
73804643,S63,3,39,4,,0,8,12,2009,PT,,6,79,"Kelvington SK, ",KV2,520,52.16306,1033,-103.52583,band
73804644,S64,3,39,4,,0,8,12,2009,PT,,6,79,East of Archerwill,ARE1,522,52.47194,1034,-103.75917,band
73804645,S65,3,39,4,,0,8,12,2009,PT,,6,79,East of Archerwill,ARE1,522,52.47194,1034,-103.75917,band
73804646,S66,3,39,4,,0,8,12,2009,PT,,6,79,East of McKague,MKE1,523,52.52139,1034,-103.68861,band
73804647,S67,3,39,4,,0,8,12,2009,PT,,6,79,East of McKague,MKE1,523,52.52139,1034,-103.68861,band
73804648,S68,3,39,4,,0,8,12,2009,PT,,6,79,South of Pathlow,PWS1,523,52.665,1044,-104.81139,band
73804649,S69,3,39,4,,0,8,12,2009,PT,,6,79,South of Pathlow,PWS1,523,52.665,1044,-104.81139,band
73804650,S70,3,39,4,,0,8,12,2009,PT,,6,79,St. Brieux,SB1,523,52.5925,1045,-104.89306,band
73804651,S71,3,39,4,,0,8,12,2009,PT,,6,79,St. Brieux,SB1,523,52.5925,1045,-104.89306,band
73804652,S72,3,39,4,,0,8,12,2009,PT,,6,79,West of St. Brieux,SBW1,523,52.60889,1050,-105.01694,band
73804653,S73,3,39,4,,0,8,12,2009,PT,,6,79,West of St. Brieux,SBW1,523,52.60889,1050,-105.01694,band
73804654,S74,3,39,4,,0,8,13,2009,PT,,6,79,East of Borden,BNE1,522,52.41583,1070,-107.15472,band
73804655,S75,3,39,4,,0,8,13,2009,PT,,6,79,East of Borden,BNE1,522,52.41583,1070,-107.15472,band
73804656,S76,3,39,4,,0,8,13,2009,PT,,6,79,East of Borden,BNE2,522,52.46389,1070,-107.02083,band
73804657,S77,3,39,4,,0,8,13,2009,PT,,6,79,East of Borden,BNE2,522,52.46389,1070,-107.02083,band
73804658,S78,3,39,4,,0,8,13,2009,PT,,6,79,Krydor,KR1,524,52.74667,1070,-107.09278,band
73804659,S79,3,39,4,,0,8,13,2009,PT,,6,79,Krydor,KR1,524,52.74667,1070,-107.09278,band
73804660,S80,3,39,4,,0,8,13,2009,PT,,6,79,Parkside SK,PK1,530,53.05389,1063,-106.51639,band
73804661,S81,3,39,4,,0,8,13,2009,PT,,6,79,"East of Delisle SK, ",DE1,515,51.91083,1065,-106.92389,band
73804662,S82,3,39,4,,0,8,13,2009,PT,,6,79,"East of Delisle SK, ",DE1,515,51.91083,1065,-106.92389,band
73804663,S83,3,39,4,,0,8,14,2009,PT,,6,79,"North of Colonsay SK, ",CX1,520,52.04806,1055,-105.97778,band
73804664,S84,3,39,4,,0,8,14,2009,PT,,6,79,"Leross SK, ",LR1,511,51.28833,1035,-103.87083,band
73804665,S85,3,39,4,,0,8,15,2009,PT,,6,45,Dropmore MB,DR1,510,51.06333,1012,-101.43083,band
73804666,S86,3,39,4,,0,8,15,2009,PT,,6,45,Dropmore MB,DR1,510,51.06333,1012,-101.43083,band
73804667,S87,3,39,4,,0,8,15,2009,PT,,6,79,6.7 mi NE of Grayson,GR1,504,50.79361,1023,-102.53889,band
73804668,S88,3,39,4,,0,8,15,2009,PT,,6,79,6.7 mi NE of Grayson,GR1,504,50.79361,1023,-102.53889,band
73804669,S89,3,39,4,,0,8,15,2009,PT,,6,79,"Quinton SK, ",QU1,512,51.38333,1042,-104.40333,band
73804670,S90,3,39,4,,0,8,17,2009,PT,,6,79,"Warman SK, ",WR1,521,52.32194,1063,-106.58417,band
73804671,S91,3,39,4,,0,8,17,2009,PT,,6,79,"Warman SK, ",WR1,521,52.32194,1063,-106.58417,band
73804672,S92,3,39,4,,0,8,20,2009,PT,,6,79,South of Pike Lake SK,,514,51.75806,1064,-106.77111,band
73804673,S93,3,39,4,,0,8,20,2009,PT,,6,79,South of Pike Lake SK,,514,51.75806,1064,-106.77111,band
73804674,S94,3,39,4,H,0,8,21,2009,PT,,6,79,"Barvas SK, ",BR1,511,51.21,1020,-102.09944,band
73804675,S95,3,39,4,F,0,8,21,2009,PT,,6,79,5.8 mi SW  Bredenbury,BY2,505,50.88806,1020,-102.14694,band
73804676,S96,3,39,4,,0,8,21,2009,PT,,6,79,Lemberg SK,LM1,504,50.68028,1031,-103.27167,band
73804677,S97,3,39,4,,0,8,21,2009,PT,,6,79,Lemberg SK,LM1,504,50.68028,1031,-103.27167,band
73804678,S98,3,39,4,,0,8,21,2009,PT,,6,79,West of Ituna,ITW1,510,51.12139,1033,-103.59806,band
73804679,S99,3,39,4,F,0,8,23,2009,PT,,6,79,Cater,CT1,532,53.39667,1080,-108.05722,band
73804680,T5,3,39,4,,0,9,11,2009,PT,,6,79,West of Beatty,BEW1,525,52.95833,1045,-104.83361,band
73804681,T6,3,39,4,,0,9,11,2009,PT,,6,79,West of Beatty,BEW1,525,52.95833,1045,-104.83361,band
73804682,B98,3,39,4,,0,9,14,2009,PT,,6,79,South of Neudorf,NES1,503,50.65861,1030,-103.13972,band
73804683,B99,3,39,4,,0,9,14,2009,PT,,6,79,South of Neudorf,NES2,503,50.65861,1030,-103.13972,band
73804684,T3,3,39,8,ad,0,5,22,2009,PT,,6,79,Borden,BN1,522,52.34056,1071,-107.24694,band
73804685,T4/Z3,3,39,8,ad,0,5,22,2009,PT,,6,79,Borden,BN1,522,52.34056,1071,-107.24694,band
73805462,C41,3,39,4,,0,8,3,2010,PT,,6,79,East of Delisle,DE1,515,51.91083,1065,-106.92389,band
73805463,C42,3,39,4,,0,8,3,2010,PT,,6,79,East of Delisle,DE1,515,51.91083,1065,-106.92389,band
73805464,C43,3,39,4,,0,8,3,2010,PT,,6,79,East of Borden,BNE1,522,52.41583,1070,-107.15472,band
73805465,C44,3,39,4,,0,8,3,2010,PT,,6,79,East of Borden,BNE1,522,52.41583,1070,-107.15472,band
73805466,C45,3,39,4,,0,8,3,2010,PT,,6,79,East of Borden,BNE2,522,52.46389,1070,-107.02083,band
73805467,C46,3,39,4,,0,8,3,2010,PT,,6,79,East of Borden,BNE2,522,52.46389,1070,-107.02083,band
73805468,C47,3,39,4,,0,8,3,2010,PT,,6,79,Borden,BN1,522,52.395,1071,-107.32139,band
73805469,C48,3,39,4,,0,8,3,2010,PT,,6,79,Borden,BN1,522,52.395,1071,-107.32139,band
73805470,C49,3,39,4,,0,8,4,2010,PT,,6,79,Radisson SK,RD1,522,52.40583,1072,-107.49111,band
73805471,C50,3,39,4,,0,8,4,2010,PT,,6,79,Radisson SK,RD1,522,52.40583,1072,-107.49111,band
73805472,C51,3,39,4,,0,8,4,2010,PT,,6,79,"5 S Maymont , ",MYF,522,52.48833,1074,-107.7,band
73805473,C52,3,39,4,,0,8,4,2010,PT,,6,79,"5 S Maymont , ",MYF,522,52.48833,1074,-107.7,band
73805474,C53,3,39,4,,0,8,4,2010,PT,,6,79,Maymont SK,MY1,523,52.55056,1074,-107.78583,band
73805475,C54,3,39,4,,0,8,4,2010,PT,,6,79,Maymont SK,MY1,523,52.55056,1074,-107.78583,band
73805476,C55,3,39,4,,0,8,4,2010,PT,,6,79,"Prongua(Prongua SK), ",PR1,524,52.69528,1083,-108.58222,band
73805477,C56,3,39,4,,0,8,4,2010,PT,,6,79,"Prongua(Prongua SK), ",PR1,524,52.69528,1083,-108.58222,band
73805478,C57,3,39,4,,0,8,4,2010,PT,,6,79,2.5 mi WNW  Robinhood,RH1,531,53.29306,1081,-108.2475,band
73805479,C58,3,39,4,,0,8,4,2010,PT,,6,79,2.5 mi WNW Robinhood,RH1,531,53.29306,1081,-108.2475,band
73805480,C59,3,39,4,,0,8,5,2010,PT,,6,79,S of Onion Lake SK,ONS1,533,53.6125,1095,-109.85389,band
73805481,C60,3,39,4,,0,8,5,2010,PT,,6,79,S of Onion Lake SK,ONS1,533,53.6125,1095,-109.85389,band
73805482,C61,3,39,4,,0,8,5,2010,PT,,6,79,"7.5 S Waseca , ",WASS,525,52.99444,1092,-109.44056,band
73805483,C62,3,39,4,,0,8,5,2010,PT,,6,79,"7.5 S Waseca , ",WASS,525,52.99444,1092,-109.44056,band
73805484,C63,3,39,4,,0,8,5,2010,PT,,6,79,"West of Vawn SK, ",VNW1,530,53.12389,1085,-108.90472,band
73805485,C64,3,39,4,,0,8,5,2010,PT,,6,79,"West of Vawn SK, ",VNW1,530,53.12389,1085,-108.90472,band
73805486,C40,3,39,4,,0,8,5,2010,U,,6,79,"East of Edam SK, ",EDE1,531,53.27833,1083,-108.63417,band
73805487,C65,3,39,4,,0,8,5,2010,PT,,6,79,2 km North of Cater SK,CT2,532,53.39722,1080,-108.05722,band
73805488,C66,3,39,4,,0,8,5,2010,PT,,6,79,2 km North of Cater SK,CT2,532,53.39722,1080,-108.05722,band
73805489,C67,3,39,4,,0,8,5,2010,PT,,6,79,"Cater(Cater SK), ",CT1,532,53.37583,1080,-108.02083,band
73805490,C68,3,39,4,,0,8,5,2010,PT,,6,79,"Cater(Cater SK), ",CT1,532,53.37583,1080,-108.02083,band
73805491,C69,3,39,4,D,0,8,5,2010,PT,,6,79,"5 SE Cater, ",CTSE,531,53.3075,1075,-107.95583,band
73805492,C0,3,39,4,,0,8,8,2010,PT,,6,79,5 mi SSE of Wolseley,WOLS,502,50.34306,1031,-103.23861,band
73805493,C1,3,39,4,,0,8,8,2010,PT,,6,79,5 mi SSE of Wolseley,WOLS,502,50.34306,1031,-103.23861,band
73805494,C2,3,39,4,,0,8,8,2010,PT,,6,79,"6 SW Summerberry , ",SUMW,502,50.35083,1031,-103.16889,band
73805495,C3,3,39,4,,0,8,8,2010,PT,,6,79,"6 SW Summerberry , ",SUMW,502,50.35083,1031,-103.16889,band
73805496,C4,3,39,4,,0,8,8,2010,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73805496,C4,3,39,4,,0,8,8,2010,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73805497,C5,3,39,4,,0,8,8,2010,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73805498,C6,3,39,4,,0,8,8,2010,PT,,6,79,3 mi E of Broadview,BRDE,502,50.37556,1023,-102.51528,band
73805499,C7,3,39,4,,0,8,8,2010,PT,,6,79,3 mi E of Broadview ,BRDE,502,50.37556,1023,-102.51528,band
73805500,C8,3,39,4,,0,8,8,2010,PT,,6,79,"South of Neudorf SK, ",NES1,503,50.65861,1030,-103.13972,band
73805701,E8,3,39,4,,0,8,7,2010,PT,,6,79,"West of Pas Trail SK, ",,533,53.51056,1035,-103.88667,band
73805702,E9,3,39,4,,0,8,8,2010,PT,,6,79,"7 ESE Nipawin, ",NIE1,532,53.33667,1035,-103.83417,band
73805703,E10,3,39,4,,0,8,8,2010,PT,,6,79,"3 ENE Petaigan , ",PET,532,53.46167,1032,-103.48028,band
73805704,E11,3,39,4,,0,8,8,2010,PT,,6,79,"3 ENE Petaigan , ",PET,532,53.46167,1032,-103.48028,band
73805705,E12,3,39,4,,0,8,8,2010,PT,,6,79,13 mi E of Carrot River,CTE1,531,53.30361,1031,-103.27222,band
73805706,E13,3,39,4,,0,8,8,2010,PT,,6,79,13 mi E of Carrot River,CTE1,531,53.30361,1031,-103.27222,band
73805707,E14,3,39,4,,0,8,8,2010,EM,,6,79,1 mi S of Jordan River,JORR,530,53.11806,1032,-103.45722,band
73805708,E15,3,39,4,,0,8,8,2010,PT,,6,79,"East of Zenon Park, ",NPE1,530,53.03528,1032,-103.46639,band
73805709,E16,3,39,4,,0,8,8,2010,PT,,6,79,"3.5 SE Lenvale , ",LENV,525,52.97583,1043,-104.51278,band
73805710,E17,3,39,4,,0,8,8,2010,PT,,6,79,"3.5 SE Lenvale , ",LENV,525,52.97583,1043,-104.51278,band
73805711,E18,3,39,4,,0,8,8,2010,PT,,6,79,"West of Beatty SK, ",BEW1,525,52.95833,1045,-104.83361,band
73805712,E19,3,39,4,,0,8,8,2010,PT,,6,79,"West of Beatty SK, ",BEW1,525,52.95833,1045,-104.83361,band
73805713,E20,3,39,4,,0,8,9,2010,PT,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73805714,E21,3,39,4,,0,8,9,2010,PT,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73805715,E22,3,39,4,,0,8,10,2010,PT,,6,79,6 mi N of Paddockwood,PD1,533,53.59167,1053,-105.52333,band
73805716,E23,3,39,4,,0,8,10,2010,PT,,6,79,6 mi N of Paddockwood,PD1,533,53.59167,1053,-105.52333,band
73805717,E24,3,39,4,,0,8,11,2010,PT,,6,79,"8 NNE Holbein , ",HOLN,532,53.35111,1060,-106.15667,band
73805718,K0,3,39,4,,0,8,3,2010,PT,,6,79,"4 SE Tarnopol , ",,523,52.66333,1051,-105.31556,band
73805719,K1,3,39,4,,0,8,3,2010,PT,,6,79,"4 SE Tarnopol , ",,523,52.66333,1051,-105.31556,band
73805720,K2,3,39,4,,0,8,3,2010,PT,,6,79,"8 WSW St. Brieux, ",SBW1,523,52.60889,1050,-105.075,band
73805721,K3,3,39,4,,0,8,3,2010,PT,,6,79,St. Brieux SK,SB1,523,52.5925,1045,-104.89306,band
73805722,K4,3,39,4,,0,8,3,2010,PT,,6,79,St. Brieux SK,SB1,523,52.5925,1045,-104.89306,band
73805723,K5,3,39,4,,0,8,3,2010,PT,,6,79,"South of Pathlow SK, ",,523,52.665,1044,-104.81139,band
73805724,K6,3,39,4,,0,8,3,2010,PT,,6,79,"South of Pathlow SK, ",,523,52.665,1044,-104.81139,band
73805725,K7,3,39,4,,0,8,3,2010,PT,,6,79,"5 WSW St Front , ",STFR,522,52.3475,1041,-104.29611,band
73805726,K8,3,39,4,,0,8,3,2010,PT,,6,79,"5 WSW St Front , ",STFR,522,52.3475,1041,-104.29611,band
73805727,K9,3,39,4,,0,8,3,2010,PT,,6,79,2 mi SW of Nora SK,NORA,522,52.39333,1035,-103.8525,band
73805728,K10,3,39,4,,0,8,3,2010,PT,,6,79,2 mi SW of Nora SK,NORA,522,52.39333,1035,-103.8525,band
73805729,K11,3,39,4,,0,8,3,2010,PT,,6,79,"East of Archerwill SK, ",ARE1,522,52.47194,1034,-103.75917,band
73805730,K12,3,39,4,,0,8,3,2010,PT,,6,79,"2 SSW Pre Ste Marie , ",PSM2,523,52.58333,1034,-103.68583,band
73805731,K13,3,39,4,,0,8,3,2010,PT,,6,79,"2 SSW Pre Ste Marie , ",PSM2,523,52.58333,1034,-103.68583,band
73805732,K14,3,39,4,,0,8,4,2010,PT,,6,79,2 mi SE of Barvas SK,BR1,511,51.19,1020,-102.08,band
73805733,K15,3,39,4,,0,8,4,2010,PT,,6,79,2 mi SE of Barvas SK,BR1,511,51.19,1020,-102.08,band
73805734,K16,3,39,4,,0,8,4,2010,PT,,6,79,"8 NE Calder , ",CAL2,511,51.24667,1013,-101.62806,band
73805735,K17,3,39,4,,0,8,4,2010,PT,,6,79,"8 NE Calder , ",CAL2,511,51.24667,1013,-101.62806,band
73805736,K18,3,39,4,,0,8,4,2010,PT,,6,45,Dropmore MB,DR1,510,51.06333,1012,-101.43083,band
73805737,K19,3,39,4,,0,8,4,2010,PT,,6,45,3mi NEof Shellmouth MB,SHEL,505,50.97444,1012,-101.44611,band
73805738,K20,3,39,4,,0,8,4,2010,PT,,6,45,3mi NEof Shellmouth MB,SHEL,505,50.97444,1012,-101.44611,band
73805739,K21,3,39,4,,0,8,4,2010,PT,,6,79,5.8 mi SW of Bredenbury,BY2,505,50.88806,1020,-102.14694,band
73805740,K22,3,39,4,,0,8,4,2010,PT,,6,79,5.8 mi SW of Bredenbury,BY2,505,50.88806,1020,-102.14694,band
73805741,K23,3,39,4,,0,8,4,2010,PT,,6,79,"4 SSW Waldron , ",WALS,504,50.79167,1023,-102.54167,band
73805742,K24,3,39,4,,0,8,4,2010,PT,,6,79,0.5 mi E of Grayson,GR1,504,50.72528,1023,-102.62111,band
73805743,K25,3,39,4,,0,8,4,2010,PT,,6,79,0.5 mi E of Grayson,GR1,504,50.72528,1023,-102.62111,band
73805744,K26,3,39,4,,0,8,4,2010,PT,,6,79,"East of Parkerview SK, ",,512,51.35611,1030,-103.16167,band
73805745,K27,3,39,4,,0,8,4,2010,PT,,6,79,"East of Parkerview SK, ",,512,51.35611,1030,-103.16167,band
73805746,K28,3,39,4,,0,8,7,2010,PT,,6,79,5 mi NNW of Canwood ,CD1,532,53.4325,1063,-106.64361,band
73805747,K29,3,39,4,,0,8,7,2010,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73805748,K30,3,39,4,,0,8,7,2010,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73805749,K31,3,39,4,,0,8,7,2010,PT,,6,79,5 mi E of Stump Lake,SL2,533,53.54972,1063,-106.505,band
73805750,K32,3,39,4,,0,8,7,2010,PT,,6,79,5 mi E of Stump Lake,SL2,533,53.54972,1063,-106.505,band
73805751,K33,3,39,4,,0,8,7,2010,PT,,6,79,"East of Debden SK, ",DBE1,533,53.61639,1064,-106.80167,band
73805752,K34,3,39,4,,0,8,7,2010,PT,,6,79,"Victoire(Victoire SK), ",VC1,533,53.55972,1070,-107.0375,band
73805753,K35,3,39,4,,0,8,7,2010,PT,,6,79,"Victoire(Victoire SK), ",VC1,533,53.55972,1070,-107.0375,band
73805754,K36,3,39,4,,0,8,9,2010,PT,,6,79,6 mi SSE of Warman ,WR1,521,52.23111,1063,-106.52694,band
73805755,K37,3,39,4,,0,8,9,2010,PT,,6,79,6 mi SSE of Warman,WR1,521,52.23111,1063,-106.52694,band
73805756,K38,3,39,4,,0,8,9,2010,PT,,6,79,North of Duck Lake SK,DUN1,525,52.90278,1061,-106.3175,band
73805757,K39,3,39,4,,0,8,9,2010,PT,,6,79,North of Duck Lake SK,DUN1,525,52.90278,1061,-106.3175,band
73805758,K40,3,39,4,,0,8,9,2010,PT,,6,79,West of MacDowall SK,MDW1,530,53.00778,1061,-106.31278,band
73805759,K41,3,39,4,,0,8,9,2010,PT,,6,79,West of MacDowall SK,MDW1,530,53.00778,1061,-106.31278,band
73805760,K42,3,39,4,,0,8,9,2010,PT,,6,79,1 mi E of Silver Grove,SILG,525,52.9875,1062,-106.44139,band
73805761,K43,3,39,4,,0,8,9,2010,PT,,6,79,1 mi E of Silver Grove,SILG,525,52.9875,1062,-106.44139,band
73805762,K44,3,39,4,,0,8,9,2010,PT,,6,79,Parkside,PK1,530,53.05389,1063,-106.51639,band
73805763,K45,3,39,4,,0,8,9,2010,PT,,6,79,Parkside,PK1,530,53.05389,1063,-106.51639,band
73805764,K46,3,39,4,,0,8,9,2010,PT,,6,79,"Krydor(Krydor SK), ",KR1,524,52.74667,1070,-107.09278,band
73805765,K47,3,39,4,,0,8,9,2010,PT,,6,79,"Krydor(Krydor SK), ",KR1,524,52.74667,1070,-107.09278,band
73805766,K48,3,39,4,,0,8,9,2010,PT,,6,79,"North of Langham SK, ",LHN1,523,52.59472,1065,-106.90111,band
73805767,K49,3,39,4,,0,8,11,2010,PT,,6,79,"3 SW Pre Ste Marie, ",PSM1,523,52.58167,1034,-103.71389,band
73805768,K50,3,39,4,,0,8,11,2010,PT,,6,79,"3 SW Pre Ste Marie, ",PSM1,523,52.58167,1034,-103.71389,band
73805769,K51,3,39,4,,0,8,11,2010,PT,,6,79,Porcupine Plain,PP1,523,52.625,1031,-103.28083,band
73805770,K52,3,39,4,,0,8,11,2010,PT,,6,79,S of Porcupine Plain,PPS1,522,52.43528,1031,-103.32028,band
73805771,K53,3,39,4,,0,8,11,2010,PT,,6,79,S of Porcupine Plain,PPS1,522,52.43528,1031,-103.32028,band
73805772,K54,3,39,4,,0,8,11,2010,PT,,6,79,"East of Kelvington SK, ",KVE1,521,52.3275,1032,-103.44278,band
73805773,K55,3,39,4,,0,8,11,2010,PT,,6,79,"East of Kelvington SK, ",KVE1,521,52.3275,1032,-103.44278,band
73805774,K56,3,39,4,,0,8,11,2010,PT,,6,79,"South of Chelan SK, ",,522,52.37,1032,-103.47056,band
73805775,K57,3,39,4,,0,8,11,2010,PT,,6,79,"South of Chelan SK, ",,522,52.37,1032,-103.47056,band
73805776,K58,3,39,4,,0,8,12,2010,PT,,6,79,Nobleville SK,NOB2,522,52.41917,1033,-103.61556,band
73805777,K59,3,39,4,,0,8,12,2010,PT,,6,79,Nobleville SK,NOB2,522,52.41917,1033,-103.61556,band
73805778,K60,3,39,4,,0,8,12,2010,PT,,6,79,7 mi N of Kelvington,KVN1,521,52.27111,1033,-103.52861,band
73805779,K61,3,39,4,,0,8,12,2010,PT,,6,79,7 mi N of Kelvington,KVN1,521,52.27111,1033,-103.52861,band
73805780,K62,3,39,4,,0,8,12,2010,PT,,6,79,3 mi NW of Kelvington,KV2,521,52.18861,1033,-103.59972,band
73805781,K63,3,39,4,,0,8,15,2010,PT,,6,79,3 mi WNW of Ranger,,533,53.625,1074,-107.78333,band
73805782,K64,3,39,4,,0,8,18,2010,PT,,6,79,South of Pike Lake SK,,514,51.75806,1064,-106.77111,band
73805783,K65,3,39,4,,0,8,20,2010,PT,,6,79,"6 N Mildred , ",MILN,532,53.44167,1072,-107.34167,band
73805784,K66,3,39,4,,0,8,20,2010,PT,,6,79,"6 N Mildred , ",MILN,532,53.44167,1072,-107.34167,band
73805785,K67,3,39,4,,0,8,25,2010,PT,,6,79,"Prongua(Prongua SK), ",PR1,524,52.76417,1083,-108.59472,band
73805786,K68,3,39,4,,0,8,25,2010,PT,,6,79,"Prongua(Prongua SK), ",PR1,524,52.76417,1083,-108.59472,band
73805787,K69,3,39,4,,0,9,1,2010,PT,,6,79,"5 SW Smuts , ",SMW1,522,52.37639,1061,-106.17111,band
73805788,C19,3,39,4,,0,8,8,2011,PT,,6,79,"West of Ituna SK, ",ITW1,510,51.12139,1033,-103.59806,band
73805789,C20,3,39,4,,0,8,8,2011,PT,,6,79,5 mi SW of Leross,LR1,511,51.24028,1035,-103.9575,band
73805790,C21,3,39,4,,0,8,14,2011,PT,,6,79,5 mi SSE of Wolseley,WOLS,502,50.34306,1031,-103.23861,band
73805791,C22,3,39,4,,0,8,14,2011,PT,,6,79,"6 SW Summerberry , ",SUMW,502,50.35083,1031,-103.16889,band
73805792,C23,3,39,4,,0,8,14,2011,PT,,6,79,"6 SW Summerberry , ",SUMW,502,50.35083,1031,-103.16889,band
73805793,C24,3,39,4,,0,8,14,2011,PT,,6,79,3 mi E of Broadview,BRDE1,502,50.37556,1023,-102.51528,band
73805794,C25,3,39,4,,0,8,14,2011,PT,,6,79,9.5 mi E of Craven,CRE1,504,50.70361,1043,-104.59167,band
73805795,C26,3,39,4,,0,8,14,2011,PT,,6,79,9.5 mi E of Craven,CRE1,504,50.70361,1043,-104.59167,band
73805796,C27,3,39,4,,0,8,14,2011,PT,,6,79,9.7 mi SSW of Markinch,MRS1,504,50.80556,1042,-104.42528,band
73805797,C28,3,39,4,,0,8,14,2011,PT,,6,79,1.5 mi N of Markinch,MR1,505,50.95694,1042,-104.35944,band
73805798,C29,3,39,4,,0,8,17,2011,PT,,6,79,West of Strasbourg,SGW1,510,51.02083,1050,-105.03222,band
73805799,C30,3,39,4,,0,8,17,2011,PT,,6,79,West of Strasbourg,SGW1,510,51.02083,1050,-105.03222,band
73805800,C31,3,39,4,,0,8,26,2011,PT,,6,79,"12 N Lipton, ",LIP2,510,51.06028,1035,-103.83611,band
73805801,C32,3,39,4,,0,8,26,2011,PT,,6,79,"12 N Lipton, ",LIP2,510,51.06028,1035,-103.83611,band
73805802,C33,3,39,4,,0,9,3,2011,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73805803,C34,3,39,4,,0,9,3,2011,PT,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73805804,C70,3,39,4,,0,8,4,2011,PT,,6,79,"East of Delisle SK, ",DE1,515,51.91083,1065,-106.92389,band
73805805,C71,3,39,4,,0,8,6,2011,PT,,6,79,South of Onion Lake,ONS1,533,53.6125,1095,-109.85389,band
73805806,C72,3,39,4,,0,8,6,2011,PT,,6,79,2 mi S of Biggar,BIG1,520,52.03306,1075,-107.95444,band
73805807,C73,3,39,4,,0,8,6,2011,PT,,6,79,2 mi S of Biggar SK,BIG1,520,52.03306,1075,-107.95444,band
73805808,C74,3,39,4,,0,8,6,2011,PT,,6,79,Baljennie SK,BJ1,523,52.50139,1075,-107.95694,band
73805809,C75,3,39,4,,0,8,6,2011,PT,,6,79,Baljennie SK,BJ1,523,52.50139,1075,-107.95694,band
73805810,C76,3,39,4,,0,8,6,2011,PT,,6,79,"Prongua(Prongua SK), ",PR2,524,52.69528,1083,-108.58222,band
73805811,C77,3,39,4,,0,8,6,2011,PT,,6,79,"Prongua(Prongua SK), ",PR2,524,52.69528,1083,-108.58222,band
73805812,C78,3,39,4,,0,8,6,2011,PT,,6,79,"Prongua(Prongua SK), ",PR1,524,52.76417,1083,-108.59472,band
73805813,C79,3,39,4,,0,8,6,2011,PT,,6,79,"Prongua(Prongua SK), ",PR1,524,52.76417,1083,-108.59472,band
